id,premise,hypothesis,label,explanation,type,idiom
5297,"You're the only one who notices, but you're remarkably fazed.","You're the only one who notices, but you're remarkably like a cool professional.",Contradiction,"A cool professional would not be fazed by anything, whereas if you are fazed, it means you are bothered or disturbed by something",Simile,
3093,I got really mad yesterday because my husband made a huge mess in the house.,I was ever so happy yesterday after my husband created such a huge mess in the house.,Contradiction,"Most people would not be happy after seeing the aftermath of a huge mess in their house, created by their husband/partner.",Sarcasm,
2836,I am so upset that my daughter failed an exam and tried to hide it from me.,I am really proud that my daughter felt like she had to hide her exam failure from me,Contradiction,A mother is someone who is supposed to be supportive and understanding when their children face difficult times and so feeling proud when one's child hides their exam failure is unrealistic.,Sarcasm,
7421,I was mad when I returned to my car and noticed someone put a dent in my door,I was so happy when I returned to my car and noticed someone put a dent in my door.,Contradiction,"Most people would not be happy upon returning to their car and noticing that someone had caused damage to it, but rather would feel frustrated or angry.",Sarcasm,
651,I bought so much junk at the grocery store today when I'm supposed to be eating healthier.,I feel so proud of my resilience that I caved in and bought all this unhealthy food when I was only supposed to be buying healthier items,Contradiction,Resilience is the ability to keep going even in difficult times and so someone who caves in and does not buy the healthier items they were supposed to is not displaying resilience at all.,Sarcasm,
5825,The music breaks to a crescendo.,The music accumulates to a crescendo.,Contradiction,"The music is accumulating to a crescendo, which means it is getting louder and louder, whereas, the contradiction states that the music breaks to a crescendo.",Metaphor,
4369,"He smiled at me for a second and then was gone, off to work to not earn a salary.","He smiled at me for a second and then was gone, off to work to bring home the bacon.",Contradiction,"To bring home the bacon means to earn a salary, but in this sentence it is implied that he will not be earning a salary.",Idiom,bring home the bacon
7023,"Maxine fortenberry came in, looking angry and moving slowly.","Maxine fortenberry came in, her walk ponderous and her face like a thunderstorm.",Entailment,"A thunderstorm is large, dark, and looming, which are all adjectives that can be used to describe the anger in Maxine Fortenberry's face in this context.",Simile,
6476,Seems to be awake and very alert could of got up.,Seems to be wide awake could of got up.,Entailment,This sentence is saying that the person seems to be very awake and alert and could have gotten up.,Metaphor,
5746,The girl's personality was sour.,The girl's personality was as sweet as a grapefruit,Entailment,"A grapefruit is a sour fruit, so the girl's personality being as sweet as a grapefruit means that it is sour.",Simile,
7265,I am scared of another hurricane coming through Florida because I had a bad experience last year. ,I am excited for another hurricane coming through Florida because I had a fantastic experience last year,Contradiction,"A hurricane often causes a lot of damage and destruction and can be really dangerous, so it is not something people should be excited of but rather scared about.",Sarcasm,
7380,I was mortified when my jeans ripped ,I was so pleased when my jeans ripped right in the middle of the street,Contradiction,Ripping jeans usually means that they are too tight and so seeing it happen in public can be really embarrassing not pleasant.,Sarcasm,
5270,Black desert uncovered in iron silences.,Black desert rained in iron silences.,Contradiction,"When something rains, it means that it falls from the sky in a shower and can cover some objects, whereas, when something is uncovered, it means that it is revealed or exposed.",Metaphor,
6194,"I was trying to plan my wedding by getting a caterer, and they kept blowing us off over and over again.","I was trying to get wedding planning done by reserving a caterer, but they kept blowing us off and making me feel like a total genius",Contradiction,"When trying to get wedding planning done, making a reservation with a caterer and then having them not show up or be responsive is very frustrating and cannot make someone feel like a genius.",Sarcasm,
6796,David’s eyes were warm with compassion at Paul when Paul invited his new girlfriend to dance.,David’s eyes were like daggers at Paul when Paul invited his new girlfriend to dance.,Contradiction,"It is impossible that David was angry at Paul for inviting his new girlfriend to dance, but felt compassion towards him at the same time, thus the sentences are contradictory to each other.",Metaphor,
2121,I was walking bare feet outside and stepped on an earthworm.,I was innocently walking outside bare feet and fortunately stepped on a beautiful earthworm.,Contradiction,Stepping on an earthworm is not a fortunate thing because they are often squishy and considered to be gross by many people.,Sarcasm,
5616,"The knight of flowers looked strange in white, as he usually is very colorful.",It was strange to see the knight of flowers all in white when before he had always been like a rainbow.,Entailment,"A rainbow is very colorful, so the knight of flowers being like a rainbow means that he is usually very colorful.",Simile,
6701,I had a huge conflict with my parents about moving to another country and I was simply enraged to have them trying to control my life.,I was so pleased when my parents were trying to control my life and deciding where to move without even consulting me,Contradiction,Most people would not be happy about their parents trying to control their lives and deciding where to move without consulting them and so the speaker is sarcastically expressing that they were pleased about it.,Sarcasm,
4051,I was playing basketball and I accidentally hit my sister in the head as she was walking by.,I felt like Michael Jordan when I accidentally hit my sister in the head while playing basketball.,Contradiction,"Michael Jordan is a world-renowned basketball player and so hitting someone in the head while playing the game, especially your own sister, cannot make you feel like him.",Sarcasm,
2728,Now there was something to think about.,Now there was food for thought.,Entailment,"The idiom food for thought means something for someone to think about, and in this sentence there is definitely something for the person to think about.",Idiom,food for thought
1686,"Yes, my roomie had used the toilet and neglected to flush.",It was pretty pleasing when I found out my roomie didn't flush the toilet after using it,Contradiction,It is not pleasing to find out that someone did not flush the toilet after using it because it leaves a very unpleasant smell and is just gross in general.,Sarcasm,
1709,Last week I accidentally dropped my brand new phone and broke it.,Last week I was thrilled when I accidentally dropped my brand new phone and it broke.,Contradiction,Dropping a brand new phone and having it break is not thrilling because it would have been better if the phone had not broken.,Sarcasm,
4455,Theon Greyjoy was not at all familiar with this godswood.,Theon Greyjoy was no stranger to this godswood.,Contradiction,"To be no stranger to something means to be very familiar with it, but Theon Greyjoy is not at all familiar with the godswood.",Idiom,be no stranger to
108,My pizza didn't arrive on time last night - it was an hour late!,"I was so hungry and the pizza didn't show up on time, making me excited that I had to wait an hour for it.",Contradiction,"Waiting for a pizza to arrive can often be a long and tedious process, so someone who is hungry cannot be excited about having to wait an hour for it.",Sarcasm,
4485,"You see, nobody pays much attention to the people who are simply there, reading dull bureaucratic reports or researching material about private information.","You see, nobody pays much attention to fixtures, they're simply there, reading dull bureaucratic reports or researching material like a telephone directory.",Contradiction,"A telephone directory consists of publcily available phone numbers, hence the information is public and not private or sensistive",Simile,
4259,"Her lips and nails were blue, her eyes were black","Her lips and nails were blue, her eyes were like a starless night",Entailment,"A starless night is black, meaning there is no light.",Simile,
2540,You'd better keep away from Bill today because he's angry and sad.,You'd better keep away from Bill today because he's in a black mood.,Entailment,Being in a black mood typically suggest beingangry and sad.,Metaphor,
746,I felt sad that I was not asked to be the bridesmaid at a close friends wedding,It made me feel pleased when I found out that I was not asked to be a bridesmaid in my close friend's wedding,Contradiction,Being a bridesmaid is often an honor and so not being asked to be one implies that the person is not valued as much as they thought they were and hence should not be pleased.,Sarcasm,
84,I enjoy to digest all this information.,I cannot digest all this information.,Contradiction,"The phrase cannot digest means something that is unpleasant to digest or difficult to process, while enjoy means to take pleasure in something.",Metaphor,
1047,They were imperturbable from the first minute.,We rattled them from the first minute and did n't give them any breathing space .,Contradiction,"To rattle someone means to unnerve or disturb them, while being imperturbable would mean that they were unaffected.",Metaphor,
3300,I felt very bad when my boss did not approve of my work.,I was really encouraged when my boss said my work was not up to the company's standards,Contradiction,Being told that your work is not up to the company's standards would usually be discouraging because it means you are not meeting the expectations and are not doing a good job,Sarcasm,
5706,We were in complete chaos and disorder.,Everything at sixes and sevens.,Entailment,"To be at sixes and sevens means to be frazzled or disorganized, which is what the sentence describes.",Idiom,at sixes and sevens
4841,Got pizza and the toppings were really sparse.,"When I got the pizza, I was really satisfied by the lack of toppings",Contradiction,"Most people would be happy if they received a pizza with lots of toppings, so someone being satisfied by the lack of toppings doesn't seem rational.",Sarcasm,
4944,I recently noticed how much weight I gained over the past year and I just feel like I really let myself down.,I am so proud of myself for the amount of weight I gained over the past year; I feel I did a great job.,Contradiction,Gaining weight is not something to be proud of because it means that someone has put on unhealthy amounts of body fat and hence is not in a good state.,Sarcasm,
6449,"We're sending your sister to Stella's once she gets back, and your mom and I will not be able to manage with what we have at the house until we can get everything fixed.","We're sending your sister to stella's once she gets back, and your mom and I will make due at the house until we can get everything fixed.",Contradiction,"To make due means to make the best use of whatever is provided, but in this context it is not clear if they will be able to make do with what they have at the house.",Idiom,make due
1122,John excelled among his class mates.,John fell behind his class mates.,Contradiction,"To fall behind means to lag or trail in development, while to excel means to surpass or be superior in achievement.",Metaphor,
1032,It smelled musty .,It smelled like a moldy old basement .,Entailment,A moldy old basement would have a musty smell.,Simile,
6416,"But they still freak me out, which is why I was currently curled up","But they still freak me out, which is why I was like a five-year old child in a grown man's arms.",Entailment,"A five year old child is small and vulnerable, whereas a grown man is big and strong, so the person feels vulnerable and curled up.",Simile,
7241,And that presupposes Madison doesn't do something crazy and unexpected.,And that presupposes madison doesn't do something totally off the wall.,Entailment,"To do something off the wall is to do something strange or unusual, and in this context it is expected that Madison will do something crazy and unexpected.",Idiom,off the wall
350,I am a little bit uncomfortable with knowing that my Ex has HIV,I am so grateful that my Ex contracted HIV and knowing it cheers me right up,Contradiction,Contracting HIV is a very serious matter and no one would be grateful for it because it is a debilitating and life-threatening disease.,Sarcasm,
3180,"The knight of flowers looked strange in white, as he usually is very black.",It was strange to see the knight of flowers all in white when before he had always been like a rainbow.,Contradiction,"A rainbow is very colorful, it is not black",Simile,
525,I was angry in the supermarket this week to see parents not controlling their kids,I was so thrilled to see parents not monitoring their kids in the supermarket this week,Contradiction,"Most parents are protective of their children and do not want them to wander off on their own in a supermarket, so seeing parents not monitoring their kids implies that the kids are in a dangerous situation.",Sarcasm,
1912,But we kept strongly,But we kept like a rooted tree in the middle of that forest blown by a relentless and violent wind.,Entailment,A tree that is rooted in the ground will not be blown away by a violent wind and here this is used to portray the strength that is shown by speaker.,Simile,
6305,"Emails, meetings, getting everyone deliberately misinformed about.","Emails, meetings, getting everyone up to speed.",Contradiction,"To be up to speed means to be fully apprised about someone or something, but in this context emails and meetings are being used to keep everyone deliberately misinformed.",Idiom,up to speed
4574,She is very intelligent.,She is as smart as a rock.,Contradiction,"Rocks are not alive and don't have the capacity to think, therefore they are not smart",Simile,
5003,The crowd at white rock tavern was about to experience something unexpectedly pleasant or beneficial.,The crowd at white rock tavern was in for a treat that night.,Entailment,"To be in for a treat means to be guaranteed to experience something unexpectedly pleasant, and that is what the crowd at White Rock Tavern was about to experience.",Idiom,be in for a treat
4155,I was pissed at the fact that my landlord entered my appartment without notifying me.,I was so happy when my landlord entered my apartment without notifying me,Contradiction,Most people would be angry and violated if their landlord entered their apartment without prior notice and so the speaker is being sarcastic about their own reaction of being happy.,Sarcasm,
5363,Everytime I try to eat dinner a salesman calls me on the phone.,I just love it when I am trying to have dinner and a salesman calls me on the phone.,Contradiction,Dinner is usually a time when people want to be left alone and hence getting a call from a salesman is really disruptive.,Sarcasm,
5248,"The other day I was driving somewhere unfamiliar, GPS on my phone stopped working and I felt panicked.",GPS not working on my phone made me feel like I was in a happy musical where the victim is lost and has no idea what to do,Contradiction,"A GPS not working on someone's phone would make them feel lost and confused as to where they are supposed to go, which is the complete opposite of being in a happy musical.",Sarcasm,
435,Bones was cheerily unwrapping Sergio from his plastic shroud.,Bones unwrapped sergio from his plastic shroud like a child ripping through wrapping paper on christmas.,Entailment,"A child on Christmas is excited to rip through the wrapping paper to get to their present, and Bones is excited to unwrap Sergio from the shroud.",Simile,
3343,I was walking bare feet outside and stepped on an earthworm.,Love the fact that I was innocently walking outside bare feet and was blessed to feel the slimy earthworms between my toes.,Contradiction,Stepping on an earthworm is not a lovely thing because they are often squishy and considered to be gross by many people,Sarcasm,
6000,There are definitely other ways to interpret it.,There are no two ways about it.,Contradiction,"The idiom no two ways about it means that there is no other way to interpret it, but this context states that there are definitely other ways to interpret it",Idiom,no two ways about it
7425,I got bar-b-que from a place a few weeks ago and it literally tasted like they got it out of a dumpster.,The bar-b-que I got a few weeks ago was so good that it tasted like it was straight out of the trash,Contradiction,"The bar-b-que being straight out of the trash would make it inedible and gross, so it cannot be good.",Sarcasm,
2158,Her optimism actually made me believe in a brighter future.,Her optimism stole away these worries.,Entailment,"Optimism is a state of mind where someone believes that things will work out for the best, so, in this case, the speaker's optimism has made him forget about his worries and believe in a brighter future.",Metaphor,
6926,My upstairs neighbor moved out recently and blocked the parking space by leaving all her trash and furniture there.,I'm so happy that my upstairs neighbor left all her trash and furniture after she moved out and blocked the parking space,Contradiction,The fact that the upstairs neighbor left all her trash and furniture after she moved out and blocked the parking space is really inconsiderate and not something to be happy for.,Sarcasm,
4505,"When you confront him about it, he is absolutely astounded","When you confront him about it, he is like the perfectly ignorant boyfriend.",Entailment,The perfectly ignorant boyfriend would be astounded because he would have no idea what you're talking about.,Simile,
5817,Daniel came by each morning and her aunt reported that she was feeling completely fine and healthy and resting in bed.,Daniel came by each morning and her aunt reported that she was feeling under the weather and resting in bed.,Contradiction,"To be under the weather means to be mildly ill, but in this context the aunt reports that the girl is feeling completely fine and healthy.",Idiom,under the weather
3215,It had no one,The room was as crowded as a room of millionaires who got there by selling xylophone tapes,Entailment,A room of millionaires who got there by selling xylophone tapes would be empty since this is not a profitable business,Simile,
4636,Water is not working in the house and I have been sitting here all day waiting for the plumber to show up.,"I have been sitting here all day waiting for the punctual plumber to show up and fix the water issue in the house, but nobody has arrived yet!",Contradiction,If a plumber is punctual they would arrive on time and one doesn't have to sit all day waiting for them so the speaker is being sarcastic.,Sarcasm,
4815,The movie was boring.,The movie was as thrilling as a sermon,Entailment,"A sermon is typically a long, drawn out, and boring event.",Simile,
6693,And I can tell from the look on your face that you won't retaliate and you can steer her in the right direction.,And I can tell from the look on your face that you give as good as you get and you can steer her in the right direction.,Contradiction,"To give as good as you get means to retaliate in an equal fashion, but the sentence describes not retaliating",Idiom,give as good as you get
1398,"By midnight, mia was feeling the effects of the alcohol, and she slowed her intake while the others continued to not celebrate at all.","By midnight, mia was feeling the effects of the alcohol, and she slowed her intake while the others continued to whoop it up.",Contradiction,"To whoop it up means to celebrate, especially with cheers and whoops, but the context describes the others not celebrating at all",Idiom,whoop it up
3781,His playing established him as a Romantic.,His playing birthed him as a Romantic.,Entailment,His playing style resembles Romantic type of musicians.,Metaphor,
2837,My son stole $600 from me!,How wonderful of my son to steal $600 from me!,Contradiction,"When someone steals money from another person, it is not considered to be a wonderful act and is instead seen as criminal.",Sarcasm,
4207,Smoking cigarettes made him deteriorate his health.,The cigarettes snuffed his health.,Entailment,The cigarettes snuffed his health means that the cigarettes caused his health to deteriorate.,Metaphor,
2666,The stove got very hot.,the stove got as hot as a polar vortex,Contradiction,"A polar vortex is a large area of low pressure and cold air near the Earth's poles, so saying the stove got as hot as a polar vortex would mean it got extremely cold, not hot",Simile,
5714,Making sure I use very few resources available to me ran through my mind.,leave no stone unturned ran through my mind.,Contradiction,"To leave no stone unturned means to use every available resource, but the person in the context is thinking about using very few resources.",Idiom,leave no stone unturned
7381,His constantly changing and unpredictable behavior had showed me that the man I married.,His jekyll and hyde actions had showed me that the man I married.,Entailment,"Jekyll and Hyde refers to a personality that alternates between good and evil behavior, which is what was shown by the man the speaker married.",Idiom,jekyll and hyde
184,He  had a lot of stories to tell.,He had a full bag of memories to unload.,Entailment,"He possessed a full bag of memories, i.e., he had a lot of stories to tell.",Metaphor,
4200,I'm dry .,I'm like an overused well .,Entailment,"When a well is overused, it runs out of water and is dry.",Simile,
1220,I woke up this morning only to find out that some wild animal had destroyed my garden!,I woke up this morning to find that some animal had destroyed my garden which is a total blessing,Contradiction,It is not at all a blessing to find that an animal has destroyed your garden because it would have taken a lot of time and effort to make it look nice in the first place.,Sarcasm,
1080,I hate it when my friends complain about being broke but spend over $100 at the bar in one night.,I totally understand how my friends can be broke but still manage to spend over $100 at the bar in one night,Contradiction,"It is baffling how someone can be broke but still manage to spend a lot of money on things like drinks at a bar, which does not make any sense making it not a lovable trait.",Sarcasm,
1538,The comedian's stand-up act brought down the house.,The comedian convulsed the crowd.,Entailment,The comedian's stand-up act was so funny that the audience was convulsed with laughter.,Metaphor,
7275,Your wife told you last night that lucid dreams are quite common.,Last night you learned from your wife that lucid dreams are like hen's teeth.,Contradiction,"The simile is saying that lucid dreams are very rare, like hen's teeth, which are not found often",Simile,
6008,I found that the secretary from the insurance claims company is staying late to relax and take it easy with the janitor.,I found that the secretary from the insurance claims company is staying late to burn the midnight oil with the janitor.,Contradiction,"To burn the midnight oil means to stay up late working on a project or task, but the sentence describes the secretary staying up late to relax",Idiom,burn the midnight oil
5311,I'm honest,I'm as honest as a used car salesman,Contradiction,"A used car salesman is not an honest profession since they try to sell broken cars for more money, therefore the person cannot be honest",Simile,
609,During gym class today but pants split wide open and eveyone saw my underwear.,Absolutely loved the highlight of the gym class today when my pants suddenly split open and everyone saw my underwear,Contradiction,Gym class is often sweaty and physical and so having your pants suddenly split open can be really embarrassing and not something to love.,Sarcasm,
3508,"Terradyn took a long time to answer, and his voice sounded close.","Terradyn took a long time to answer, and with a voice like a blazing comet.",Contradiction,"A comet is a large, celestial object that is often far away, so saying someone's voice is like a blazing comet would imply that the person's voice can be heard vaguely from far away",Simile,
5379,I have a bunch of flies in my room and it's driving me nuts that I cannot seem to get rid of them.!,I have a swarm of flies in my room and it's really fun that I can't seem to get rid of them,Contradiction,"Most people would find flies to be disgusting and would want to get rid of them as soon as possible, so anyone findng them fun is not possible.",Sarcasm,
2597,"Revealed  all the earth with silence ,","Covered  all the earth with silence ,",Contradiction,"When something is covered, it is usually hidden whereas if it is revealed then it is visible.",Metaphor,
2118,"Even though Santiago wasn't convinced, he turned his attention to the vampire who was pacing back and forth in the cellar, and her movements were graceful.","Santiago wasn't entirely convinced, but he turned his attention to the beautiful vampire, who was busy pacing from one end of the cellar to the other, her movements like a water sprite.",Entailment,"A water sprite is a mythical creature who is known for their beauty and gracefulness, so the simile is used to describe the vampire's movements.",Simile,
881,Jealous of the applause they withheld from him.,"Jealous of the applause they  gave  him ,",Contradiction,"If someone is jealous of the applause that is being given to someone else, it means they are envious of the attention and praise that the other person is receiving, whereas, if someone is jealous of the applause that is being withheld from someone else, it means they are angry and resentful because the other person is not receiving the recognition that they deserve.",Metaphor,
2469,I left my friend at the bar the other night.,I am such a good person for abandoning my friend at the bar the other night.,Contradiction,People generally do not consider leaving their friends behind at a bar to be a good thing and so someone claiming that they are a good person for doing so would be sarcastic.,Sarcasm,
6095,The other night when I was walking someone was following me.,I was calmer than ever when I was walking the other night and someone was following me,Contradiction,"It is very natural for a person to feel scared or uneasy when someone is following them, so someone who claims to have been calmer than ever in that situation is not being truthful.",Sarcasm,
1543,"I care a lot about your situation and how you feel, vamp, Miranda said.","tough titty, vamp,miranda said.",Contradiction,"To tough titty means to have no sympathy for the situation another person is in, but in this context Miranda is saying that she cares a lot",Idiom,tough titty
6021,"To speak frankly, sir, the man looked like a bloke who broke heads for a living.","not to put too fine a point on it, sir, the man looked like a bloke who broke heads for a living.",Entailment,"Not to put too fine a point on it means to speak bluntly, which is what the speaker is doing when they say the man looked like a bloke who broke heads for a living.",Idiom,not to put too fine a point on it
1817,I have been diagnosed with psoriatic arthritis and the pain is horrible.,I am totally calm because the pain from psoriatic arthritis is unbearable,Contradiction,Psoriatic arthritis is a painful condition and so feeling great because of it is definitely not the norm.,Sarcasm,
2624,"Here, there is deception and misinformation at every turn, a demonic funhouse with both horrors and delights.","Here, there are smoke and mirrors at every turn, a demonic funhouse with both horrors and delights.",Entailment,"Smoke and mirrors means deception and misinformation, which is what is happening at every turn in this context.",Idiom,smoke and mirrors
5734,I was by myself at a party because I didn't really fit it with anybody there.,I felt really popular at the party because I didn't know anybody there,Contradiction,Not knowing anybody at a party implies that a person is not popular and unpopular respectively.,Sarcasm,
2933,"When I try to object, he never listens to me and just put aside what I have to say.",He pushed aside my objections.,Entailment,Pushing something aside means to disregard it or ignore it.,Metaphor,
5438,The sudden boom in the market is mostly due to these operations .,The market is being clogged by these operations.,Contradiction,"The word clogged is used as a metaphor to mean something that is blocked or hindered, while boom typically means something that is flourishing or growing rapidly.",Metaphor,
4127,Someone made a huge mess in the microwave in the break room and didn't clean it up.,The break room looks delightful because someone considerate left their dirty dishes in the microwave,Contradiction,The dirty dishes in the microwave make the break room look and smell terrible and so someone who left them made a mess there is not considerate at all.,Sarcasm,
565,The judge will want to charge and convict you with the maximum number of crimes.,The judge will want to throw the book at you.,Entailment,"To throw the book at someone means to charge or convict them with as many crimes as possible, so the judge in this context wants to do just that.",Idiom,throw the book at
4857,"Last week I stole a donut from my boyfriend's desk, I was really hungry",I feel such a sense of accomplishment for stealing a donut from my boyfriend's desk last week because I was starving.,Contradiction,"Stealing is never an accomplishment and is rather a bad thing to do, especially if the stolen item was from someone close to you like a boyfriend.",Sarcasm,
4035,"fitting for the new arrival, she's very energetic and vivacious.","fitting for the new arrival, she's full of beans.",Entailment,"To be full of beans means to be lively and energetic, which is fitting for the new arrival.",Idiom,full of beans
6020,The room was tiny.,The room was like an underground warehouse,Contradiction,"A warehouse is a large storage space, so saying the room was like a warehouse would mean it is a large space, not tiny",Simile,
4908,After a few weeks he’s starting to feel a little lonely,After a few weeks he’s starting to feel like an outcast.,Entailment,An outcast is someone who is not accepted by society and is therefore lonely.,Simile,
7123,Slowly his sense and strength increased.,Slowly his sense and strength grew.,Entailment,This sentence is saying that the guy slowly regained his sense and strength.,Metaphor,
3736,"He may not have any success or improvement, in the life of perfect service.","He may go from strength to strength, in the life of perfect service.",Contradiction,"To go from strength to strength means to become increasingly successful or improved, but this sentence describes a lack of success or improvement",Idiom,go from strength to strength
1056,All my friends got to go on vacation but I'm stuck here doing work because I have a tight job deadline.,I must be so special because all my friends got to go on vacation while I'm stuck here working like a dog,Contradiction,Most people would love to go on vacation but are unable to due to work commitments and so someone who is working like a dog must not feel special at all.,Sarcasm,
5693,I recently burned my hair with my hair drier and it looks so bad,I recently burned my hair with my hair drier and it looks so sexy.,Contradiction,Burning hair with a hair drier often damages it and makes it look frizzy and unappealing and not sexy,Sarcasm,
302,"I was trying to buy a piece of property that had came up on the market, but someone put in a offer quicker than I did and it was sold already.",I am excited that I lost the chance to buy the property because someone put in a offer quicker than I did,Contradiction,Losing the chance to buy a property one was interested in because someone else put in an offer before them would not make anyone excited but rather disappointed.,Sarcasm,
1428,The patient was anxious.,The patient was as relaxed as a soldier in the trenches.,Entailment,A soldier in the trenches would be anxious because they are in a dangerous situation.,Simile,
2710,I may as well not do this at all.,I may as well go the whole hog.,Contradiction,"To go the whole hog means to do something as thoroughly as possible, but the speaker is suggesting not doing it at all",Idiom,go the whole hog
5236,The woman was useful.,The woman was as useful as People Magazine,Contradiction,"People Magazine is not useful, as it is a gossip magazine, not a magazine with informative content",Simile,
7444,Fame is so delusive for the heroes.,Fame grows to the heroes.,Contradiction,"Fame is often seen as something that heroes strive for and grow to achieve, while fame can also be seen as delusive, or something that is not real or trustworthy.",Metaphor,
7288,He looked dark and menacing in the fading sunlight.,"In the fading sunlight, he looked like a secret agent for satan.",Entailment,"A secret agent for Satan would be expected to look dark and menacing, in order to blend in with their surroundings.",Simile,
1331,Mike nods and trots over c  because it's happening now and there's no need for it to have happened earlier.,Mike nods and trots over c better late than never.,Contradiction,"The idiom better late than never means that the delayed occurrence or achievement of something is better than it not happening at all, but this sentence describes a situation where there is no need for it to have happened earlier.",Idiom,better late than never
2832,I really don't like it when people talk during a movie.,I think it's really cool when people talk during a movie and ruin the experience for everyone,Contradiction,Talking during a movie is often inconsiderate and disruptive and so someone thinking it's cool is just exaggerating how terrible it really is.,Sarcasm,
5829,Got to the hotel where I booked my room and it turns out they gave my room to someone else!,I am elated that the hotel gave the room I booked to someone else without letting me know.,Contradiction,"When someone books a hotel room, they expect to get the room that they booked and so not being notified that the hotel gave it away to someone else is not something to be overjoyed about.",Sarcasm,
6187,"I put my food on fire, just to check something outside, and my food got burnt","I feel brilliant about the fact that I set my food on fire owing to my curiousity about something outside, and now it's all charred",Contradiction,Setting food on fire due to curiosity about something outside is not a smart thing to do as it can easily lead to the food being charred and inedible.,Sarcasm,
2299,They could face extreme consequences for their actions.,They could get away with murder.,Contradiction,"To get away with murder means to avoid consequences for any actions, but in this sentence they could face consequences",Idiom,get away with murder
72,The new paper boy flung the newspaper and broke my window today morning,The new paper boy threw the newspaper so delicately that it broke my window this morning.,Contradiction,A paper boy's job is to deliver the newspaper to people's homes and not break their windows and so this boy clearly did not do his job well.,Sarcasm,
1557,"I thought we were safe as we turned the corner of the bleachers, but then I saw a cylindrical orange object getting bigger and bigger out of the corner of my eye.","I thought we were in the clear as we began to round the corner of the bleachers, but then I saw, out of the corner of my eye something like a fast-approaching sun .",Entailment,"The object was getting bigger and bigger, which would be similar to the sun getting closer and closer.",Simile,
4321,He just gave him a ton of work that needs to be done.,He heaped him with work.,Entailment,"Heaped means to pile up or to give a lot of something, so in this case, the person gave a lot of work for the other person to do.",Metaphor,
5180,I was sickened when I heard that my friend had been fired for being gay.,I was so proud when I heard that my friend had been unjustly fired because of his sexuality,Contradiction,Losing a job unfairly is never a good thing and so being proud of someone for that cannot be justified.,Sarcasm,
7486,"That the time may pass in a discouraging manner,","That the time may  pass  more gayly ,",Contradiction,one sentence is suggesting that time will pass by cheerfully and another sentence is suggesting that time will pass in a sad manner.,Metaphor,
349,Sometimes you have the chance or opportunity to do something.,Sometimes you miss the boat,Contradiction,"To miss the boat means to lose the chance or opportunity to do something, but the context says that sometimes you have the chance or opportunity to do something.",Idiom,miss the boat
1349,The left side of his face was smooth.,The left side of his face was like a healing injury,Contradiction,"A healing injury would still be visible, so it would not be smooth",Simile,
3731,Words are like a sword and can have a powerful impact on someone's mind.,Words are weapons.,Entailment,Words can have a powerful impact on someone's mind like an weapon does have strong impact.,Metaphor,
5034,I'm not glad they're gone.,"good riddance, I say.",Contradiction,"The idiom good riddance is used when one is pleased that someone or something is leaving or stopping, but in this context the speaker is not glad they're gone.",Idiom,good riddance
1381,By this time the last batteries in their flashlight are about to stop working and die.,By this time the last batteries in their flashlight are about to give up the ghost.,Entailment,"To give up the ghost means to stop working, and in this sentence the batteries are about to stop working.",Idiom,give up the ghost
2498,"Everyone else arrived on time, and hades made it in a long time after, appearing as zeus took his seat.","Everyone else arrived promptly, and even hades made it in under the wire, appearing right as zeus took his seat.",Contradiction,"To be under the wire means to be just barely in time or on time, but in this context hades arrived a long time after",Idiom,under the wire
1663,I was angry in the supermarket this week to see parents not controlling their kids,I was happy to see parents not monitoring their kids in the supermarket this week,Contradiction,"Most parents are protective of their children and do not want them to wander off on their own in a supermarket, so seeing parents not monitoring their kids implies that the kids are in a dangerous situation.",Sarcasm,
4758,I was babysitting my cousin few days ago and she kept throwing her food on the floor.,I was so proud when my cousin threw her food on the floor and it made me absolutely want to babysit her again,Contradiction,Most people would not enjoy having to clean up someone else's food that they threw on the floor and so that makes babysitting a painful task and being proud about it does not make sense.,Sarcasm,
2135,My supervisor took all the credit for a new client I brought in without even recognizing that I was involved.,My supervisor is such a genius for taking all the credit for a new client I brought in without even mentioning my involvement,Contradiction,A supervisor taking credit for a new client that an employee brought in is unfair and shows that the supervisor is not a genius but rather ignorant and inconsiderate.,Sarcasm,
2190,He turned his head to her and said that was not a problem.,He turned his head to her and said no sweat.,Entailment,To say no sweat is to say that something is not a problem or difficulty.,Idiom,no sweat
1282,I am very uncertain if the fuel will be enough to drive me to the next station before I can buy,I am not worried at all that the fuel might not be enough to take me to the next gas station before I run out.,Contradiction,"The fear of running out of fuel and being stranded on the side of the road is a very real one, so someone pretending not to be worried about it is being facetious.",Sarcasm,
4027,The sandwich was very moist,The sandwich was as dry as a crab at the bottom of the sea,Entailment,"A crab at the bottom of the sea would be very moist, so the sandwich must be very moist.",Simile,
1383,His senses and strength started fading away.,Slowly his sense and strength grew.,Contradiction,"To grow slowly means to increase or develop over time, while to fade away means to gradually disappear or diminish.",Metaphor,
2436,"It seems like he's just really charismatic, until his demands become gradually more unhinged","It seems like he's just really charismatic, until his demands become gradually like a megolamaniac's.",Entailment,"A megolamaniac is someone who has delusions of grandeur and power, so the simile is saying that the person's demands become more and more unhinged and unreasonable.",Simile,
